0.394898	0.402730	0.415635	0.435777	0.452428	0.467828	0.486865	0.501959	0.511967	0.526883	0.540909	0.551765	0.562642	0.573061	0.582390	0.591718	0.601046	0.610118	0.617135	0.624112	0.630634	0.637156	0.643678	0.649989	0.656278	0.662578	0.669989	0.677399	0.684810	0.692220	0.699630	0.707330	0.715008	0.722685	0.730362	0.738039
0.421720	0.425935	0.429015	0.436839	0.449449	0.464750	0.483864	0.501301	0.515980	0.527186	0.538631	0.553569	0.564799	0.575507	0.585111	0.594149	0.602983	0.611817	0.620650	0.627417	0.633939	0.640461	0.646751	0.653040	0.659330	0.665619	0.671908	0.678347	0.685758	0.693168	0.700579	0.707989	0.715400	0.722772	0.730078	0.737410
0.445009	0.444936	0.443560	0.449312	0.451985	0.462063	0.479953	0.499029	0.517192	0.532038	0.540702	0.553212	0.565623	0.576109	0.585987	0.594675	0.603491	0.612295	0.621142	0.629976	0.637225	0.643514	0.649803	0.656092	0.662382	0.668671	0.674960	0.681249	0.687539	0.694117	0.701527	0.708937	0.716348	0.723758	0.731169	0.738579
0.466350	0.463299	0.457130	0.462622	0.463060	0.467382	0.477320	0.495031	0.513707	0.530865	0.546438	0.556868	0.569464	0.579620	0.588425	0.597394	0.605572	0.614505	0.623194	0.631994	0.640476	0.647894	0.654064	0.660235	0.666406	0.672576	0.678747	0.684917	0.691075	0.697233	0.703391	0.709859	0.717296	0.724707	0.732117	0.739528
0.481385	0.481240	0.474211	0.474174	0.477582	0.478911	0.483553	0.494630	0.510126	0.527343	0.543871	0.559644	0.573019	0.586995	0.596319	0.603488	0.610107	0.618372	0.626341	0.634140	0.642497	0.651041	0.658959	0.665130	0.671301	0.677471	0.683642	0.689933	0.696371	0.702809	0.709248	0.715686	0.722124	0.728563	0.735001	0.741439
0.493043	0.494081	0.491412	0.484846	0.488075	0.491746	0.494386	0.502298	0.513644	0.526441	0.542935	0.559458	0.575551	0.588236	0.602980	0.611527	0.619447	0.626850	0.633769	0.640172	0.646802	0.654251	0.662050	0.670002	0.676195	0.682488	0.688926	0.695364	0.701802	0.708241	0.714679	0.721118	0.727556	0.733994	0.740433	0.746871
0.504961	0.504173	0.507111	0.500606	0.496936	0.501976	0.507245	0.510885	0.521159	0.532453	0.542319	0.558608	0.575102	0.591596	0.602374	0.616177	0.624016	0.631704	0.639391	0.647079	0.654767	0.662454	0.668601	0.675373	0.682627	0.688191	0.694358	0.700796	0.707234	0.713672	0.720111	0.726549	0.732987	0.739426	0.745864	0.752302
0.516771	0.514723	0.518561	0.517290	0.509576	0.510838	0.516301	0.522683	0.528961	0.540021	0.550877	0.559991	0.574281	0.590775	0.607269	0.617761	0.629500	0.636303	0.643810	0.651497	0.659185	0.666872	0.674560	0.682232	0.688870	0.694991	0.700951	0.706667	0.712469	0.718949	0.725542	0.731981	0.738419	0.744858	0.751296	0.757734
0.528372	0.526263	0.528756	0.528915	0.525012	0.520987	0.524739	0.531668	0.540269	0.547647	0.558883	0.568863	0.578553	0.589954	0.606233	0.622238	0.632598	0.643832	0.650636	0.657439	0.664243	0.671290	0.678978	0.686666	0.694353	0.701984	0.708623	0.714174	0.720216	0.726574	0.732477	0.737936	0.744450	0.750566	0.756717	0.763166
0.539922	0.537870	0.539349	0.540129	0.538503	0.536209	0.534758	0.539353	0.548273	0.558295	0.566508	0.577156	0.586854	0.596326	0.605032	0.621177	0.636500	0.647435	0.658164	0.664968	0.671771	0.678575	0.685378	0.692182	0.698985	0.706459	0.714146	0.721737	0.728005	0.733694	0.739394	0.746114	0.752472	0.757912	0.763971	0.770496
