0.00000	1.00000	13.00000	18.00000	2.94418	11.00000	0.00000	0.00000	-0.10000
0.00000	2.00000	13.00000	18.00000	3.33719	11.00000	0.00000	0.00000	-0.10000
0.00000	3.00000	13.00000	18.00000	4.04359	10.00000	0.00000	0.00000	-0.10000
0.00000	4.00000	11.75991	16.43087	4.04557	10.00000	0.00000	1.00000	-0.10000
0.00000	5.00000	10.52293	14.85929	4.39747	9.00000	0.00000	1.00000	-0.10000
0.00000	6.00000	9.90344	12.95765	4.59245	9.00000	0.00000	1.00000	-0.10000
0.00000	7.00000	9.66414	10.97202	5.23209	10.00000	0.00000	1.00000	-0.10000
0.00000	8.00000	10.65739	9.23608	5.67752	10.00000	0.00000	1.00000	-0.10000
0.00000	9.00000	10.65739	9.23608	5.38413	10.00000	1.00000	0.00000	-0.10000
0.00000	10.00000	11.90209	7.67060	4.76775	10.00000	1.00000	1.00000	-0.10000
0.00000	11.00000	12.01276	5.67367	5.60650	10.00000	2.00000	1.00000	-0.10000
0.00000	12.00000	12.01276	5.67367	5.16453	10.00000	2.00000	0.00000	-0.10000
0.00000	13.00000	12.01276	5.67367	5.60222	10.00000	3.00000	0.00000	-0.10000
0.00000	14.00000	12.01276	5.67367	6.21142	10.00000	3.00000	0.00000	-0.10000
0.00000	15.00000	12.01276	5.67367	5.55095	9.00000	3.00000	0.00000	-0.10000
0.00000	16.00000	12.01276	5.67367	6.13736	9.00000	3.00000	0.00000	-0.10000
0.00000	17.00000	12.01276	5.67367	4.87318	8.00000	3.00000	0.00000	-0.10000
0.00000	18.00000	12.01275	5.67367	4.71085	8.00000	3.00000	0.00000	-0.10000
0.00000	19.00000	12.01275	5.67367	5.31561	7.00000	3.00000	0.00000	-0.10000
0.00000	20.00000	12.01275	5.67367	4.79109	7.00000	3.00000	0.00000	-0.10000
0.00000	21.00000	12.01276	5.67367	5.67471	6.00000	3.00000	0.00000	-0.10000
0.00000	22.00000	12.01276	5.67367	4.49945	6.00000	3.00000	0.00000	-0.10000
0.00000	23.00000	12.01276	5.67367	5.05413	6.00000	4.00000	0.00000	-0.10000
0.00000	24.00000	12.01276	5.67367	4.71188	6.00000	4.00000	0.00000	-0.10000
0.00000	25.00000	12.01276	5.67367	5.21785	6.00000	5.00000	0.00000	-0.10000
0.00000	26.00000	12.01276	5.67367	4.78510	6.00000	5.00000	0.00000	-0.10000
0.00000	27.00000	12.01276	5.67367	4.59238	6.00000	6.00000	0.00000	-0.10000
0.00000	28.00000	12.01276	5.67367	4.20484	6.00000	6.00000	0.00000	-0.10000
0.00000	29.00000	12.01276	5.67367	3.71811	6.00000	7.00000	0.00000	-0.10000
0.00000	30.00000	12.01276	5.67367	3.76533	6.00000	7.00000	0.00000	-0.10000
0.00000	31.00000	12.01276	5.67367	4.41230	6.00000	6.00000	0.00000	-0.10000
0.00000	32.00000	12.01276	5.67367	4.66556	6.00000	6.00000	0.00000	-0.10000
0.00000	33.00000	12.01276	5.67367	4.33858	7.00000	6.00000	0.00000	-0.10000
0.00000	34.00000	12.01276	5.67367	4.59323	7.00000	6.00000	0.00000	-0.10000
0.00000	35.00000	12.01276	5.67367	4.18162	7.00000	5.00000	0.00000	-0.10000
0.00000	36.00000	12.01276	5.67367	4.79687	7.00000	5.00000	0.00000	-0.10000
0.00000	37.00000	12.01276	5.67367	4.75592	8.00000	5.00000	0.00000	-0.10000
0.00000	38.00000	12.01276	5.67367	4.14898	8.00000	5.00000	0.00000	-0.10000
0.00000	39.00000	12.01276	5.67367	4.90046	7.00000	5.00000	0.00000	-0.10000
0.00000	40.00000	12.01276	5.67367	5.18767	7.00000	5.00000	0.00000	-0.10000
0.00000	41.00000	12.01276	5.67367	5.53226	7.00000	6.00000	0.00000	-0.10000
0.00000	42.00000	12.01276	5.67367	5.55562	7.00000	6.00000	0.00000	-0.10000
0.00000	43.00000	12.01276	5.67367	5.91550	6.00000	6.00000	0.00000	-0.10000
0.00000	44.00000	12.01276	5.67367	0.22638	6.00000	6.00000	0.00000	-0.10000
0.00000	45.00000	12.01276	5.67367	0.90374	6.00000	7.00000	0.00000	-0.10000
0.00000	46.00000	12.01276	5.67367	0.81072	6.00000	7.00000	0.00000	-0.10000
0.00000	47.00000	12.01276	5.67367	0.91926	6.00000	6.00000	0.00000	-0.10000
0.00000	48.00000	12.01276	5.67367	1.55690	6.00000	6.00000	0.00000	-0.10000
0.00000	49.00000	12.01276	5.67367	1.96495	6.00000	5.00000	0.00000	-0.10000
0.00000	50.00000	12.01276	5.67367	1.16019	6.00000	5.00000	0.00000	-0.10000
0.00000	51.00000	12.01276	5.67367	0.88693	6.00000	6.00000	0.00000	-0.10000
0.00000	52.00000	12.01276	5.67367	-0.01523	6.00000	6.00000	0.00000	-0.10000
0.00000	53.00000	12.01276	5.67367	0.41460	5.00000	6.00000	0.00000	-0.10000
0.00000	54.00000	12.01276	5.67367	0.85486	5.00000	6.00000	0.00000	-0.10000
0.00000	55.00000	12.01276	5.67367	1.42006	6.00000	6.00000	0.00000	-0.10000
0.00000	56.00000	12.01276	5.67367	2.27770	6.00000	6.00000	0.00000	-0.10000
0.00000	57.00000	12.01276	5.67367	1.13500	6.00000	5.00000	0.00000	-0.10000
0.00000	58.00000	12.01276	5.67367	0.49312	6.00000	5.00000	0.00000	-0.10000
0.00000	59.00000	12.01276	5.67367	1.31235	6.00000	4.00000	0.00000	-0.10000
0.00000	60.00000	12.01276	5.67367	1.63839	6.00000	4.00000	0.00000	-0.10000
0.00000	61.00000	12.01276	5.67367	1.58822	5.00000	4.00000	0.00000	-0.10000
0.00000	62.00000	12.01276	5.67367	1.69561	5.00000	4.00000	0.00000	-0.10000
0.00000	63.00000	12.01276	5.67367	1.34867	6.00000	4.00000	0.00000	-0.10000
0.00000	64.00000	12.01276	5.67367	-0.94582	6.00000	4.00000	0.00000	-0.10000
0.00000	65.00000	12.01276	5.67367	4.10589	7.00000	4.00000	0.00000	-0.10000
0.00000	66.00000	10.87278	4.03037	4.31665	7.00000	4.00000	1.00000	-0.10000
0.00000	67.00000	10.87278	4.03037	3.31028	7.00000	3.00000	0.00000	-0.10000
0.00000	68.00000	8.90117	3.69460	3.64618	7.00000	3.00000	1.00000	-0.10000
0.00000	69.00000	7.15042	2.72771	4.59749	7.00000	2.00000	1.00000	20.00000
1.00000	1.00000	11.81323	30.15609	5.64004	8.00000	15.00000	1.00000	-0.10000
1.00000	2.00000	13.41366	28.95666	5.48219	8.00000	15.00000	1.00000	-0.10000
1.00000	3.00000	14.80564	27.52055	6.14195	9.00000	15.00000	1.00000	-0.10000
1.00000	4.00000	14.80564	27.52055	0.47705	9.00000	15.00000	0.00000	-0.10000
1.00000	5.00000	14.80564	27.52055	0.79519	9.00000	16.00000	0.00000	-0.10000
1.00000	6.00000	14.80564	27.52055	0.31358	9.00000	16.00000	0.00000	-0.10000
1.00000	7.00000	14.80564	27.52055	1.19630	9.00000	15.00000	0.00000	-0.10000
1.00000	8.00000	14.80564	27.52055	1.19416	9.00000	15.00000	0.00000	-0.10000
1.00000	9.00000	14.80564	27.52055	1.45043	9.00000	16.00000	0.00000	-0.10000
1.00000	10.00000	14.80564	27.52055	1.88006	9.00000	16.00000	0.00000	-0.10000
1.00000	11.00000	14.80564	27.52055	1.82282	8.00000	16.00000	0.00000	-0.10000
1.00000	12.00000	14.80564	27.52055	1.37414	8.00000	16.00000	0.00000	-0.10000
1.00000	13.00000	14.80564	27.52055	0.70135	9.00000	16.00000	0.00000	-0.10000
1.00000	14.00000	14.80564	27.52055	5.38181	9.00000	16.00000	0.00000	-0.10000
1.00000	15.00000	16.04671	25.95219	0.02687	10.00000	16.00000	1.00000	-0.10000
1.00000	16.00000	16.04671	25.95219	0.03606	10.00000	16.00000	0.00000	-0.10000
1.00000	17.00000	16.04671	25.95219	0.46750	10.00000	17.00000	0.00000	-0.10000
1.00000	18.00000	16.04671	25.95219	0.46994	10.00000	17.00000	0.00000	-0.10000
1.00000	19.00000	16.04671	25.95219	0.45561	9.00000	17.00000	0.00000	-0.10000
1.00000	20.00000	16.04671	25.95219	0.53105	9.00000	17.00000	0.00000	-0.10000
1.00000	21.00000	16.04671	25.95219	0.67949	10.00000	17.00000	0.00000	-0.10000
1.00000	22.00000	16.04671	25.95219	0.78067	10.00000	17.00000	0.00000	-0.10000
1.00000	23.00000	16.04671	25.95219	1.35329	10.00000	16.00000	0.00000	-0.10000
1.00000	24.00000	16.04671	25.95220	1.85825	10.00000	16.00000	0.00000	-0.10000
1.00000	25.00000	16.04671	25.95220	1.62186	9.00000	16.00000	0.00000	-0.10000
1.00000	26.00000	16.04671	25.95220	0.63059	9.00000	16.00000	0.00000	-0.10000
1.00000	27.00000	16.04671	25.95220	-0.23123	9.00000	15.00000	0.00000	-0.10000
1.00000	28.00000	16.04671	25.95220	0.44935	9.00000	15.00000	0.00000	-0.10000
1.00000	29.00000	16.04671	25.95219	0.79863	8.00000	15.00000	0.00000	-0.10000
1.00000	30.00000	16.04671	25.95219	0.63195	8.00000	15.00000	0.00000	-0.10000
